,workID,Age,Gender,subject
0,A2AESV6JRC0TC0,24,female,A2AESV6JRC0TC0
1,AOI6OCXVWYBX1,33,female,AOI6OCXVWYBX1
2,A34WEYAH462CBS,35,Female,A34WEYAH462CBS
3,A1R3VQ1011VATX,24,FEMALE,A1R3VQ1011VATX
4,A3R2EH58I8Q4YI,35,female,A3R2EH58I8Q4YI
5,AE3GUAQKXSNQ4,33,Male,AE3GUAQKXSNQ4
6,A1XPZRA2XD4GNF,30,female,A1XPZRA2XD4GNF
7,A26LH08CVCL8G6,30,male,A26LH08CVCL8G6
8,ALYR5CI2SM2JC,32,male,ALYR5CI2SM2JC
9,A3REPTAHMY4QO,32,FEMALE,A3REPTAHMY4QO
10,A2NLR3S7WBULAK,48,FEMALE,A2NLR3S7WBULAK
11,A3MC0GSXYQ2P7A,39,Male,A3MC0GSXYQ2P7A
12,A2FAAOGWUTTTF5,46,Female,A2FAAOGWUTTTF5
13,AG62J8MOAACK3,49,male,AG62J8MOAACK3
14,A1BH4K9Z8JWLZ1,25,female,A1BH4K9Z8JWLZ1
15,AIB8QLWO1TVS,25,female,AIB8QLWO1TVS
16,A1I9RLJQ0BYN21,35,Female,A1I9RLJQ0BYN21
17,A2N1LD0IFPHF4B,25,FEMALE,A2N1LD0IFPHF4B
18,A2JLNOYPVW7W4V,40,female,A2JLNOYPVW7W4V
19,AZCGF2D7QIO10,26,Male,AZCGF2D7QIO10
