,workID,Age,Gender,subject
0,A1J39RAV7TKEMF,39,MALE,A1J39RAV7TKEMF
1,A2EVO0JF0V6Q1,30,MALE,A2EVO0JF0V6Q1
2,A1XIXGOB9KUMPJ,35,Male,A1XIXGOB9KUMPJ
3,A1STC10BXEP495,46,Male,A1STC10BXEP495
4,AN7Z42U38BCQT,42,female,AN7Z42U38BCQT
5,A8K19FZIUU2TE,25,Female,A8K19FZIUU2TE
6,A19FW6H7BGKRVT,30,FEMALE,A19FW6H7BGKRVT
7,ACR6012D868PP,38,male,ACR6012D868PP
8,A2U5OFMW8H30PC,35,Male,A2U5OFMW8H30PC
9,A2TZVJFRJ5I61B,39,MALE,A2TZVJFRJ5I61B
10,A1R5JNC2LO6X1S,56,Female,A1R5JNC2LO6X1S
11,A3L9EN8YL1HZWF,39,Female,A3L9EN8YL1HZWF
12,A1AT1U9SZ2T4NN,49,female,A1AT1U9SZ2T4NN
13,A3TF2L36Z80Y6N,30,male,A3TF2L36Z80Y6N
14,A28JWKICT1X73Z,35,Female,A28JWKICT1X73Z
15,AJT7C07A187KA,30,FEMALE,AJT7C07A187KA
16,AWC8CYV72QOLL,30,MALE,AWC8CYV72QOLL
17,A2OT9ZJC4MQBS8,30,FEMALE,A2OT9ZJC4MQBS8
18,A1OAZCVZRC00F0,36,FEMALE,A1OAZCVZRC00F0
19,AHCIG4A3FXE6Q,33,Female,AHCIG4A3FXE6Q
