button.numClicks,button.timesOn,button.timesOff,workID,Age,Gender,Hours slept (last night),date,expName,psychopyVersion,OS,frameRate,space_key_responce.keys,space_key_responce.rt,demo_encoding_response.keys,demo_encoding_response.corr,demo_encoding_loop.thisRepN,demo_encoding_loop.thisTrialN,demo_encoding_loop.thisN,demo_encoding_loop.thisIndex,demo_encoding_loop.ran,DemoImage,DemoCorrect,demo_encoding_response.rt,demo_test_response.keys,demo_test_response.corr,demo_test_response.rt,demo_test_loop.thisRepN,demo_test_loop.thisTrialN,demo_test_loop.thisN,demo_test_loop.thisIndex,demo_test_loop.ran,DemoImage1,DemoImage2,DemoCorrectTest
1,[18.624000000000024],[18.624000000000024],AHXQCR64E5GUE,54,Female,9,2022-09-18_12h44.50.991,memory_pilot_most_recent,2022.2.4,Win32,6.00024001,,,,,,,,,,,,,,,,,,,,,,,
,,,AHXQCR64E5GUE,54,Female,9,2022-09-18_12h44.50.991,memory_pilot_most_recent,2022.2.4,Win32,6.00024001,,,,,,,,,,,,,,,,,,,,,,,
,,,AHXQCR64E5GUE,54,Female,9,2022-09-18_12h44.50.991,memory_pilot_most_recent,2022.2.4,Win32,6.00024001,space,3.747,,,,,,,,,,,,,,,,,,,,,
,,,AHXQCR64E5GUE,54,Female,9,2022-09-18_12h44.50.991,memory_pilot_most_recent,2022.2.4,Win32,6.00024001,,,,,,,,,,,,,,,,,,,,,,,
,,,AHXQCR64E5GUE,54,Female,9,2022-09-18_12h44.50.991,memory_pilot_most_recent,2022.2.4,Win32,6.00024001,,,,1,0,0,0,0,1,flower1.jpg,,,,,,,,,,,,,
,,,AHXQCR64E5GUE,54,Female,9,2022-09-18_12h44.50.991,memory_pilot_most_recent,2022.2.4,Win32,6.00024001,,,,1,0,1,1,1,1,flower2.jpg,,,,,,,,,,,,,
,,,AHXQCR64E5GUE,54,Female,9,2022-09-18_12h44.50.991,memory_pilot_most_recent,2022.2.4,Win32,6.00024001,,,left,1,0,2,2,2,1,left.jpg,left,2.016,,,,,,,,,,,
,,,AHXQCR64E5GUE,54,Female,9,2022-09-18_12h44.50.991,memory_pilot_most_recent,2022.2.4,Win32,6.00024001,,,,1,0,3,3,3,1,flower3.jpg,,,,,,,,,,,,,
,,,AHXQCR64E5GUE,54,Female,9,2022-09-18_12h44.50.991,memory_pilot_most_recent,2022.2.4,Win32,6.00024001,,,,1,0,4,4,4,1,flower4.jpg,,,,,,,,,,,,,
,,,AHXQCR64E5GUE,54,Female,9,2022-09-18_12h44.50.991,memory_pilot_most_recent,2022.2.4,Win32,6.00024001,,,,1,0,5,5,5,1,flower5.jpg,,,,,,,,,,,,,
,,,AHXQCR64E5GUE,54,Female,9,2022-09-18_12h44.50.991,memory_pilot_most_recent,2022.2.4,Win32,6.00024001,,,,1,0,6,6,6,1,flower6.jpg,,,,,,,,,,,,,
,,,AHXQCR64E5GUE,54,Female,9,2022-09-18_12h44.50.991,memory_pilot_most_recent,2022.2.4,Win32,6.00024001,,,,,,,,,,,,,,,,,,,,,,,
,,,AHXQCR64E5GUE,54,Female,9,2022-09-18_12h44.50.991,memory_pilot_most_recent,2022.2.4,Win32,6.00024001,,,,,,,,,,,,,left,1,3.434,0,0,0,0,1,flower1.jpg,flower1_pair.jpg,left
,,,AHXQCR64E5GUE,54,Female,9,2022-09-18_12h44.50.991,memory_pilot_most_recent,2022.2.4,Win32,6.00024001,,,,,,,,,,,,,left,0,2.061,0,1,1,1,1,flower2_pair.jpg,flower2.jpg,right
,,,AHXQCR64E5GUE,54,Female,9,2022-09-18_12h44.50.991,memory_pilot_most_recent,2022.2.4,Win32,6.00024001,,,,,,,,,,,,,left,1,1.97,0,2,2,2,1,flower3.jpg,flower3_pair.jpg,left
,,,AHXQCR64E5GUE,54,Female,9,2022-09-18_12h44.50.991,memory_pilot_most_recent,2022.2.4,Win32,6.00024001,,,,,,,,,,,,,right,0,2.045,0,3,3,3,1,flower4.jpg,flower4_pair.jpg,left
,,,AHXQCR64E5GUE,54,Female,9,2022-09-18_12h44.50.991,memory_pilot_most_recent,2022.2.4,Win32,6.00024001,,,,,,,,,,,,,left,0,2.42,0,4,4,4,1,flower5_pair.jpg,flower5.jpg,right
,,,AHXQCR64E5GUE,54,Female,9,2022-09-18_12h44.50.991,memory_pilot_most_recent,2022.2.4,Win32,6.00024001,,,,,,,,,,,,,left,1,2.028,0,5,5,5,1,flower6.jpg,flower6_pair.jpg,left
,,,AHXQCR64E5GUE,54,Female,9,2022-09-18_12h44.50.991,memory_pilot_most_recent,2022.2.4,Win32,6.00024001,,,,,,,,,,,,,,,,,,,,,,,
,,,AHXQCR64E5GUE,54,Female,9,2022-09-18_12h44.50.991,memory_pilot_most_recent,2022.2.4,Win32,6.00024001,space,1.713,,,,,,,,,,,,,,,,,,,,,
